gene_name,name,pval,adj_pval,f_statistic,df1,df2,lfc,gene_name
MATR3,row_807,0.0020103037505770946,0.07472939193486026,10.010187768326011,1,110.65603492860318,1.6173857772795979,MATR3
CNOT6L,row_192,0.00202417616062953,0.07482704540460497,9.99636387681802,1,110.65603492860318,-1.3866205950866473,CNOT6L
FNTA,row_5689,0.0020380131383583005,0.07492231725213332,9.982672216993638,1,110.65603492860318,0.9410817767600148,FNTA
QARS,row_5681,0.002060781300171875,0.07534307017221789,9.960350351691314,1,110.65603492860318,-1.809769765867192,QARS
NOP10,row_782,0.00208147645625024,0.07568384885185299,9.940280280519568,1,110.65603492860318,-0.661478565966299,NOP10
TBX21,row_1846,0.002099862545959351,0.07593742054789958,9.922621314304097,1,110.65603492860318,1.4317508421184677,TBX21
TNFRSF1B,row_408,0.0021366974496545787,0.07685180989190037,9.887717670017553,1,110.65603492860318,-1.9139011819951484,TNFRSF1B
CD48,row_2914,0.002181159426600936,0.07802921948711089,9.846403850110606,1,110.65603492860318,-0.7097707617365643,CD48
FBXL6,row_3577,0.0022089523221157357,0.07860090241367972,9.821017490830467,1,110.65603492860318,2.617263370268079,FBXL6
FSCN1,row_2928,0.002298967998753856,0.08093827017835005,9.741000535626215,1,110.65603492860318,2.856959447404751,FSCN1
LINC02446,row_544,0.0022942502568652897,0.08093827017835005,9.745113396036706,1,110.65603492860318,4.847800934241201,LINC02446
F2R,row_5032,0.0023764251546427857,0.08129728040937813,9.674691664511958,1,110.65603492860318,-2.5017446192566584,F2R
NDUFS4,row_4058,0.0023508053040909903,0.08129728040937813,9.696374266632924,1,110.65603492860318,-1.2106335107998518,NDUFS4
CD63,row_504,0.002391739079142351,0.08129728040937813,9.6618459908299,1,110.65603492860318,-0.8154333348540209,CD63
ATXN2L,row_3120,0.002430601212276925,0.08129728040937813,9.629624550077725,1,110.65603492860318,1.3136058997412001,ATXN2L
SERTAD3,row_3425,0.0024085765102777094,0.08129728040937813,9.647819903153028,1,110.65603492860318,1.4993142001303248,SERTAD3
CWF19L1,row_854,0.00243134337262793,0.08129728040937813,9.629014391559025,1,110.65603492860318,1.8076097703891887,CWF19L1
TCEA2,row_5503,0.0023353296057379417,0.08129728040937813,9.709590043816219,1,110.65603492860318,1.882708512150868,TCEA2
CENPV,row_2225,0.002396716025020807,0.08129728040937813,9.657689470040413,1,110.65603492860318,2.341685861592417,CENPV
KIFC3,row_2086,0.002374844160812949,0.08129728040937813,9.676022697453726,1,110.65603492860318,3.0101477456112544,KIFC3
AL365205.1,row_4677,0.0023858961979170215,0.08129728040937813,9.666737099887447,1,110.65603492860318,3.4860692541540983,AL365205.1
SEC61G,row_1013,0.0025085195711865094,0.08304322998345788,9.566591569592877,1,110.65603492860318,-0.7945233668015912,SEC61G
KMO,row_6087,0.002506525119588796,0.08304322998345788,9.568179677846441,1,110.65603492860318,40.07685875886412,KMO
SERTAD1,row_217,0.0025466336539252035,0.0838876254119718,9.536490494744069,1,110.65603492860318,1.007990399288363,SERTAD1
TMEM173,row_1145,0.0026123962471920697,0.08561596106246623,9.485630246012683,1,110.65603492860318,2.7686680853390038,TMEM173
PDE9A,row_1773,0.0026248355961441404,0.08561596106246623,9.476158444053368,1,110.65603492860318,3.598708459625701,PDE9A
SELENOF,row_580,0.0026752331267614294,0.08683415231936854,9.438252017694865,1,110.65603492860318,-0.7756349275739909,SELENOF
HIST1H2BJ,row_1099,0.002731265267265469,0.0876864579352748,9.396963061349119,1,110.65603492860318,1.9630106179268683,HIST1H2BJ
HIST1H3A,row_2667,0.002722471778845607,0.0876864579352748,9.403384662991433,1,110.65603492860318,2.06551101730943,HIST1H3A
TRDV2,row_3065,0.0027410254359088,0.0876864579352748,9.389860458894825,1,110.65603492860318,44.90789870040779,TRDV2
NOM1,row_1745,0.002812630841356933,0.08932502182931018,9.338537005097015,1,110.65603492860318,-33.91181360344067,NOM1
RAC1,row_473,0.002819094467110781,0.08932502182931018,9.333970704149603,1,110.65603492860318,1.3932531740928222,RAC1
TMEM259,row_1704,0.0028564133655530413,0.08993796991553765,9.307815852502374,1,110.65603492860318,1.4041284093364128,TMEM259
CITED2,row_075,0.0028654718398097357,0.08993796991553765,9.301520438209717,1,110.65603492860318,1.522121238639349,CITED2
RPL36AL,row_935,0.0028994815500983403,0.0905781701143397,9.278066508177183,1,110.65603492860318,-0.4074843083105091,RPL36AL
CTCF,row_729,0.0029990770032778304,0.09325167467201254,9.210982488457246,1,110.65603492860318,1.1848401792332393,CTCF
AAED1,row_1506,0.00301352448161846,0.0932650786078569,9.201442592715164,1,110.65603492860318,2.2444385138472036,AAED1
RPS2,row_119,0.003029308753115685,0.09331953908903597,9.19107381742422,1,110.65603492860318,-1.00059326941134,RPS2
ASNSD1,row_2486,0.0030961749963981126,0.09407282386316457,9.147759097676943,1,110.65603492860318,-1.4536976415466019,ASNSD1
SFPQ,row_270,0.0030898448147447547,0.09407282386316457,9.151818078539096,1,110.65603492860318,1.077247176126734,SFPQ
LRIF1,row_5792,0.00309105597191179,0.09407282386316457,9.151040807618575,1,110.65603492860318,1.2381503528567812,LRIF1
CHI3L2,row_1307,0.003136213748291585,0.0942078522732797,9.122282667347529,1,110.65603492860318,-39.517359479731915,CHI3L2
ODF2,row_3058,0.0031430933580805674,0.0942078522732797,9.117939042049017,1,110.65603492860318,1.357952942456038,ODF2
AC091959.3,row_5912,0.003139331167067858,0.0942078522732797,9.120313183941375,1,110.65603492860318,3.775722295137674,AC091959.3
HIST1H2BC,row_546,0.0031784678218472117,0.09484091877386254,9.095758341875674,1,110.65603492860318,2.2780049767134054,HIST1H2BC
HIC2,row_2698,0.0032111799868084975,0.0953892483581417,9.075472679437514,1,110.65603492860318,2.98537611313613,HIC2
